Anoste|protein1168	GO:0003713,GO:0000124
Anogam|LOC1273078	GO:0019915,GO:0005811,GO:0005829,GO:0010890
Anoste|protein14467	GO:0004045,GO:0005829
Anogam|LOC1276600	GO:0005737,GO:0005634,GO:0043122,GO:0070530
Anoalb|LOC118464261	GO:0006508,GO:0005737,GO:0004198
Anogam|LOC1279581	GO:0033674,GO:0005886,GO:0004714,GO:0007275,GO:0007169,GO:0043235
Anofun|LOC125771095	GO:0005869,GO:0007052,GO:0070840
Anofun|LOC125774852	GO:0005765,GO:0015184,GO:0015811,GO:0005774
Anoalb|LOC118456611	GO:0005739
Anoalb|LOC118462037	GO:0031647,GO:0019005
Anoalb|LOC118464242	GO:0005886,GO:0030424,GO:0070593,GO:0007411,GO:0007156,GO:0098632
Anoste|protein10313	GO:0005737,GO:0004198,GO:0006508
Anoste|protein2376	GO:0010587,GO:0006402,GO:0000932,GO:0000175
Anoste|protein16706	GO:0005794,GO:1901096,GO:0005770,GO:0007034,GO:0016197
Anoste|protein5539	GO:0055085,GO:0016020,GO:0022857
Anoalb|LOC118456768	GO:0007186
Anoste|protein12517	GO:0032422,GO:0000981,GO:0005634,GO:0006357,GO:0000977
Anoste|protein15996	GO:0015658,GO:0015803,GO:0009083,GO:0005739
Anoalb|LOC118460628	GO:0008061,GO:0005576,GO:0006032,GO:0004568
Anogam|LOC1279698	GO:0005737,GO:0016020,GO:0046856
Anoalb|LOC118463200	GO:0032981,GO:0005747,GO:0005739,GO:0022900
Anogam|LOC1274258	GO:0003700
Anoste|protein4522	GO:0004596,GO:0006474,GO:1990189,GO:0031415,GO:1990190
Anogam|LOC1273857	GO:0000139
Anoara|LOC120895467	GO:0005525,GO:0007264
Anoalb|LOC118461220	GO:0007010,GO:0008360,GO:0005634,GO:0006357
Anoste|protein3163	GO:0006139,GO:0005737,GO:0004731
Anoalb|LOC118462017	GO:0005622,GO:0043547,GO:0032956,GO:0005096,GO:0035020
Anogam|LOC1277269	GO:0044545,GO:0000123
Anoste|protein16555	GO:0006107,GO:0050152,GO:0006528,GO:0005739,GO:0006541
Anoalb|LOC118460712	GO:0006338,GO:0045893,GO:0016514,GO:0035060,GO:0005654,GO:0006357,GO:0071565,GO:0031491
Anogam|LOC1273881	GO:0008028,GO:0015718
Anoalb|LOC118464222	GO:0030667,GO:0005615,GO:0042420,GO:0004500,GO:0006589,GO:0042421,GO:0005507
Anoalb|LOC118459385	GO:0005787,GO:0016020,GO:0006465,GO:0045047
Anogam|LOC1277751	GO:0005737,GO:0008138,GO:0033549,GO:0043409,GO:0006470
Anoste|protein488	GO:0006744,GO:2000377,GO:0010468,GO:0005634,GO:0004497,GO:0008682,GO:0008340,GO:0005743
Anofun|LOC125761044	GO:0000981,GO:0006357,GO:0000978
Anoalb|LOC118464632	GO:0004252,GO:0006508
Anofun|LOC125769519	GO:0060271,GO:0034451,GO:0035735,GO:0010824
Anoalb|LOC118462616	GO:0045503,GO:0036156,GO:0036159,GO:0060294,GO:0007018,GO:0045504
Anofun|LOC125763162	GO:0006813,GO:0005242,GO:0034765,GO:1990573,GO:0005886,GO:0016020
Anogam|LOC1269690	GO:0006335,GO:0005634,GO:0006334,GO:0033186
Anofun|LOC125774647	GO:0004222
Anoste|protein3891	GO:0031012,GO:0005615
Anoalb|LOC118462937	GO:0002028
Anogam|LOC1270086	GO:0005739,GO:0045454,GO:0005829
Anoalb|LOC118458164	GO:0005789,GO:0019367,GO:0034625,GO:0009922,GO:0030148,GO:0034626,GO:0042761,GO:0016020
Anofun|LOC125764438	GO:0016020
Anogam|LOC1272718	GO:0000122,GO:0006357,GO:0009952,GO:0000978,GO:0005634,GO:0000981
Anoalb|LOC118467632	GO:0004553,GO:0008422,GO:0005975
Anoste|protein3124	GO:0052735
Anogam|LOC133393960	GO:0005634,GO:0016442,GO:0005737,GO:0070920,GO:0030422,GO:0035197,GO:0070578,GO:0003725
Anoste|protein6821	GO:0017148,GO:0003729,GO:0003735,GO:0005840,GO:0006412,GO:0005762
Anoalb|LOC118459447	GO:0042626,GO:0005886,GO:0016020,GO:0055085
Anoste|protein2003	GO:0018023,GO:0005759,GO:0016279,GO:0008276
Anogam|LOC1280680	GO:0050911,GO:0004984,GO:0007608,GO:0005886,GO:0016020,GO:0005549
Anoalb|LOC118465909	GO:0035145,GO:0003723,GO:0006397
Anoste|protein2119	GO:0050998
Anofun|LOC125765351	GO:0042147,GO:0006888,GO:0016020,GO:0005783
Anoalb|LOC118468825	GO:0005634
Anoste|protein8714	GO:0015078,GO:0015986
Anogam|LOC1277346	GO:0005886,GO:0006937,GO:0043266,GO:0055120,GO:0015459
Anoste|protein5919	GO:0016491
Anoste|protein17264	GO:0032504,GO:0005615
Anoste|protein14532	GO:0006289,GO:0006298,GO:0003697,GO:0003684,GO:0071942,GO:0005634,GO:0000111,GO:0005737
Anogam|LOC1274656	GO:0005921,GO:0005886,GO:0005243,GO:0007602
Anoalb|LOC118464548	GO:0071526,GO:0030335,GO:0050919,GO:0030215,GO:0005886,GO:0001755,GO:0045499,GO:0007411
Anoste|protein11892	GO:0006888,GO:0005789,GO:0016020,GO:0000139,GO:0097020,GO:0030134
Anoalb|LOC118459336	GO:0001725,GO:0051764,GO:0008017,GO:0051015,GO:0005884,GO:0031110,GO:0001578,GO:1904825,GO:0008093,GO:0035371,GO:0005737
Anoalb|LOC118458388	GO:0031902,GO:0006888,GO:0005886,GO:0005789,GO:0016197,GO:0005794
Anofun|LOC125772110	GO:0005272,GO:0035725,GO:0015280,GO:0005886,GO:0006814,GO:0016020
Anofun|LOC125769099	GO:0005634,GO:0006260,GO:0003688,GO:0000808,GO:0005664
Anoalb|LOC118460585	GO:0005886,GO:0016020,GO:0090482,GO:0051180,GO:0055085
Anofun|LOC125767880	GO:0016491,GO:0006826,GO:0005886,GO:0055072
Anoalb|LOC118460743	GO:0005634,GO:0007548,GO:0006355,GO:0006357,GO:0000978,GO:0000981
Anogam|LOC1280931	GO:0003735,GO:0022625
Anoalb|LOC118456603	GO:0016592,GO:0008134,GO:0045944,GO:0003713
Anogam|LOC5667341	GO:0004252,GO:0006508
Anoste|protein3825	GO:0006614,GO:0005786,GO:0006617,GO:0008312,GO:0048500
Anogam|LOC133393343	GO:0003341,GO:0005929
Anoalb|LOC118456328	GO:0000981,GO:0005634,GO:0042594,GO:0000987
Anoalb|LOC118459400	GO:0016020
Anoalb|LOC118468483	GO:0005634,GO:0000712,GO:0003678
Anoste|protein526	GO:0006357,GO:0035329,GO:0000981,GO:0000978,GO:0048568,GO:0005667
Anoste|protein1389	GO:0007519,GO:0007507,GO:0051146,GO:0016020,GO:0042383,GO:0030552,GO:0042391
Anoste|protein14967	GO:0006810,GO:0005739,GO:0022857,GO:0005289,GO:1990575
Anogam|LOC1281724	GO:0005096
Anogam|LOC1273826	GO:0016787,GO:0005737,GO:0032526,GO:0005634
Anoalb|LOC118457513	GO:0008045
Anogam|LOC1281703	GO:0004674,GO:0018105,GO:0035556
Anoste|protein444	GO:0005634,GO:0009880,GO:0000981,GO:0048619,GO:0000977,GO:0006357,GO:0009790
Anogam|LOC1276037	GO:1901565,GO:0019239,GO:0005739,GO:0005829
Anoste|protein14126	GO:0019903,GO:0005737,GO:0010507,GO:0046856
Anoalb|LOC118458131	GO:0098609
Anoalb|LOC118465271	GO:0030239,GO:0015629,GO:0005737,GO:0008154,GO:0005546,GO:0051014,GO:0051015,GO:0051016,GO:0005634
Anoste|protein15386	GO:0005634,GO:0045893,GO:0006355,GO:0035064
Anoalb|LOC118462906	GO:0005215,GO:0016020
Anoalb|LOC118457681	GO:0030154,GO:0000981,GO:0005634,GO:0000978,GO:0006357
Anogam|LOC5667168	GO:0006122,GO:0005750
Anoalb|LOC118460540	GO:0016192
Anoara|LOC120903397	GO:0016042,GO:0005615,GO:0017171,GO:0016298
Anoalb|LOC118465983	GO:0016579,GO:0005634,GO:0005829,GO:0004843
Anogam|LOC1273550	GO:0005737,GO:0016020
Anoalb|LOC118456156	GO:0007608,GO:0005615
Anoalb|LOC118465169	GO:0016836,GO:0005739
Anoste|protein12501	GO:0005634,GO:0051864
Anofun|LOC125767866	GO:0033674,GO:0007169,GO:0017147,GO:0043235,GO:0007275,GO:0004714,GO:0005886
Anoalb|LOC118460916	GO:0006434,GO:0005524,GO:0000166,GO:0004828
Anoste|protein6585	GO:0005634,GO:0015937,GO:0004594,GO:0005829,GO:0005524
Anogam|LOC1276682	GO:0005829,GO:0043666,GO:0005634,GO:0019888,GO:0019903
Anofun|LOC125769402	GO:0005739,GO:0005960,GO:0009249,GO:0005737,GO:0019464
Anofun|LOC125767611	GO:0031012,GO:0005615
Anoalb|LOC118460721	GO:0005634
Anoalb|LOC118460839	GO:0033138
Anoalb|LOC118462727	GO:0019432,GO:0045017,GO:0005886,GO:0008374
Anoalb|LOC118467626	GO:0005634,GO:0001228,GO:0000978,GO:0006357
Anogam|LOC1276331	GO:0008173,GO:0005737,GO:0008171,GO:0034587,GO:0001510,GO:0030422,GO:0005634
Anoalb|LOC118463976	GO:0007010
Anogam|LOC1270092	GO:1990130,GO:0005096,GO:0005765,GO:0010508,GO:0034198,GO:1904262
Anoste|protein17676	GO:0055120,GO:0051015,GO:0071013,GO:0005730
Anoara|LOC120906770	GO:0005523,GO:0007015,GO:0030239,GO:0030016,GO:0051694,GO:0005856
Anoste|protein4373	GO:0016020
Anoara|LOC120901102	GO:0008198,GO:0001671,GO:0032781
Anoalb|LOC118461871	GO:0004674,GO:0006468,GO:0005737
Anoara|LOC120908488	GO:0005886,GO:0007188,GO:0008528
Anoste|protein13805	GO:0016567,GO:0004842
Anoara|LOC120894267	GO:0040003,GO:0008010,GO:0062129
Anofun|LOC125762311	GO:0005789,GO:0006646,GO:0005794,GO:0004307
Anoste|protein9748	GO:0006646,GO:0006657,GO:0006656,GO:0005737,GO:0004103,GO:0004305
Anoalb|LOC118457592	GO:0005829,GO:0016055,GO:0005109,GO:0060070
Anoste|protein14140	GO:0016779,GO:0031123,GO:1990817,GO:0006378
Anoalb|LOC118465698	GO:0062129,GO:0008010
Anogam|LOC1278071	GO:0042325,GO:0004865,GO:0005737
Anoste|protein9159	GO:0005856
Anoara|LOC120895656	GO:0034728,GO:0042393,GO:0008023,GO:0006368,GO:0031491,GO:0140673
Anoalb|LOC118458576	GO:0045087,GO:0005737
Anoalb|LOC118461154	GO:0006508,GO:0005886,GO:0008239
Anoste|protein12668	GO:0034388,GO:0000028,GO:0000462,GO:0032040
Anoste|protein4771	GO:0004614,GO:0005829,GO:0005975
Anoalb|LOC118457667	GO:0016538,GO:0006357
Anoste|protein4469	GO:0008010,GO:0062129
Anoara|LOC120901255	GO:0007608,GO:0005615
Anofun|LOC125768584	GO:0062023,GO:0005615
Anoalb|LOC118463395	GO:0044458,GO:0070286
Anoalb|LOC118466420	GO:0035721,GO:1905515,GO:0060271,GO:0061512,GO:0097730,GO:0030991
Anoste|protein9470	GO:0004674,GO:0005737,GO:0035556
Anofun|LOC125768346	GO:0006509
Anoalb|LOC118461726	GO:0019005,GO:0031146
Anoste|protein6242	GO:0005634,GO:0005886
Anofun|LOC125763776	GO:0030678,GO:0001682,GO:0004526,GO:0097745
Anogam|LOC1270774	GO:0004651
Anoste|protein13419	GO:0016460
Anofun|LOC125761438	GO:0008010,GO:0040003,GO:0062129
Anoste|protein13478	GO:0072546,GO:0000045,GO:0034975,GO:0005783,GO:0016020
Anoste|protein4971	GO:0034976,GO:0005783,GO:1904294
Anoste|protein5680	GO:0004930,GO:0007186,GO:0005886
Anoste|protein13629	GO:0035275,GO:0005576,GO:0042048,GO:0007608
Anogam|LOC11175707	GO:0045095,GO:0006915
Anoste|protein11882	GO:0005737,GO:0051603
Anoalb|LOC118463241	GO:0005759,GO:0016485,GO:0004222
Anoara|LOC120897200	GO:0000981,GO:0006357,GO:0000978,GO:0042127,GO:0008134,GO:0051726,GO:0005667
Anogam|LOC1279201	GO:0015031,GO:0005783,GO:0031204,GO:0016020,GO:0005789
Anoalb|LOC118468491	GO:0051864,GO:0005730,GO:0032453
Anoste|protein5924	GO:0000049,GO:0005739,GO:0002144,GO:0002143
Anoalb|LOC118457501	GO:0006355,GO:0035064,GO:0005634
Anoste|protein5289	GO:0080008,GO:0005737
Anofun|LOC125763011	GO:0005886
Anoara|LOC120901636	GO:0006024,GO:0016758,GO:0047220,GO:0006493,GO:0000139,GO:0016020,GO:0016757,GO:0009101
Anoalb|LOC118461240	GO:0042391,GO:0016020,GO:0006887,GO:0048788,GO:0044325,GO:0050806,GO:0048167,GO:0042734,GO:0031267,GO:0048791
Anoste|protein454	GO:0004653,GO:0005794,GO:0006493
Anogam|LOC1277464	GO:0031490,GO:0071557,GO:0010468,GO:0071558,GO:0044666,GO:0000978
Anoalb|LOC118457520	GO:0016197,GO:0031901
Anoste|protein4407	GO:0003723
Anoste|protein11283	GO:0046513,GO:0042284
Anoalb|LOC118466222	GO:0003729,GO:0034063,GO:0033962,GO:0000932
Anoalb|LOC118459466	GO:0032456,GO:0005768
Anoste|protein1258	GO:0030488,GO:0005829
Anofun|LOC125762695	GO:0016491,GO:0050660
Anofun|LOC125768020	GO:0009966,GO:0004864,GO:0043666
Anoalb|LOC118467671	GO:0003743,GO:0071074,GO:0001732,GO:0006413,GO:0005092,GO:0005829
Anoalb|LOC118464065	GO:0016020,GO:0005330,GO:0032809,GO:0071705,GO:0015874,GO:0051583,GO:0042734,GO:0005886,GO:0035725,GO:0030424,GO:0006865
Anoara|LOC120896390	GO:0061630,GO:0005737
Anogam|LOC1279837	GO:0017147,GO:0035567,GO:0005615,GO:0060070
Anoalb|LOC118466496	GO:0005737,GO:0043161,GO:0016020,GO:0070936,GO:0043231,GO:0061630
Anoalb|LOC118458624	GO:2001069,GO:0005979,GO:0000164,GO:0008157
Anoste|protein9895	GO:0016020,GO:1990573,GO:0005242,GO:0006813,GO:0034765,GO:0005886
Anoste|protein9201	GO:0033207,GO:0006688,GO:0005794,GO:0033842,GO:0016757,GO:0005975,GO:0070085,GO:0008378
Anogam|LOC3289899	GO:0098742,GO:0016477,GO:0016342,GO:0007275,GO:0098609,GO:0008013,GO:0045296
Anoste|protein14618	GO:0006952,GO:0005886,GO:0016175,GO:0042554,GO:0043020
Anofun|LOC125763073	GO:0042277,GO:0005886,GO:0004930,GO:0007186,GO:0032870
Anoalb|LOC118458104	GO:0016671,GO:0016491
Anoalb|LOC118466765	GO:0006886,GO:0005741
Anoalb|LOC118460764	GO:0005634,GO:0043565,GO:0000981,GO:0003700,GO:0000978,GO:0006357
Anofun|LOC125770940	GO:0005664,GO:0003688,GO:0033314,GO:0006270
Anoalb|LOC118459113	GO:0005794
Anoste|protein3363	GO:0008194
Anoste|protein16501	GO:0003993,GO:0052745
Anogam|LOC1277846	GO:0016236,GO:0005783
Anoste|protein8784	GO:0004252
Anoste|protein10947	GO:0016491
Anoalb|LOC118462047	GO:0008143,GO:0005634
Anogam|LOC1273362	GO:0005829,GO:0043161,GO:0005634,GO:0008541,GO:0006508,GO:0005838
Anoalb|LOC118460321	GO:0030018,GO:0061061,GO:0007507,GO:0001725,GO:0003779,GO:0031941,GO:0005912,GO:0030036,GO:0051371
Anoste|protein14573	GO:0031201,GO:0031902,GO:0012507,GO:0000149,GO:0005789,GO:0006906,GO:0005794,GO:0005484
Anoalb|LOC118465388	GO:0006357,GO:0000981,GO:0000977
Anogam|LOC1275517	GO:0005819,GO:0030496,GO:0005737,GO:0016020,GO:0005813,GO:0000281
Anofun|LOC125765187	GO:0035335,GO:0004726,GO:0005737,GO:0001784,GO:0000278,GO:0035556,GO:0030154
Anogam|LOC1270297	GO:0005854
Anofun|LOC125762307	GO:0006281,GO:0003682,GO:0003689,GO:0033314,GO:0000077
Anoalb|LOC118461457	GO:0000159,GO:0019888
Anoste|protein4940	GO:0007399,GO:0005739
Anogam|LOC1279851	GO:0051536,GO:0016226,GO:0005737
Anogam|LOC1278067	GO:0017101,GO:0004825,GO:0005829,GO:0006431
Anogam|LOC1281690	GO:0005737,GO:0004077
Anogam|LOC1274441	GO:0015031
Anogam|LOC1280869	GO:0051310,GO:0030496,GO:0051257,GO:0000281,GO:0005634,GO:0032133,GO:0000776,GO:1990385
Anoalb|LOC118461364	GO:0008270,GO:0033314,GO:0005681,GO:0005634,GO:0003676,GO:0033260,GO:0044773,GO:0048478
Anoalb|LOC118467054	GO:0005634,GO:0016579,GO:0004843,GO:0005829
Anoste|protein14382	GO:0005654,GO:0000978,GO:0001227,GO:0000122,GO:0001817,GO:0002682,GO:0006357
Anoara|LOC120896409	GO:0016020,GO:0005549,GO:0005886,GO:0004984,GO:0050911,GO:0007608
Anofun|LOC125761880	GO:0016020
Anoalb|LOC118463384	GO:0007608,GO:0005615
Anoste|protein15132	GO:0004616
Anogam|LOC1276381	GO:0006571,GO:0009072,GO:0004505,GO:0005506,GO:0004497
Anogam|LOC1281798	GO:0042256,GO:0043022
Anogam|LOC1280444	GO:0030983,GO:0140664,GO:0003690,GO:0005634,GO:0007131,GO:0006298,GO:0005524
Anogam|LOC1281212	GO:0051082,GO:0031072,GO:0051087,GO:0050821,GO:0005737,GO:0006457
Anoste|protein4995	GO:0005868,GO:0007018,GO:0045505,GO:0005737
Anoste|protein9291	GO:0032438,GO:0007186,GO:0050848,GO:0016020,GO:0035643,GO:0004930,GO:0033162,GO:0072545,GO:0005886,GO:0072544,GO:0035240
Anogam|LOC1279318	GO:0030488,GO:0031515,GO:0005634
Anoalb|LOC118458697	GO:0015918,GO:0032934
Anogam|LOC1271398	GO:0005737,GO:0061630,GO:0008270
Anoalb|LOC118468831	GO:0005886,GO:0098609,GO:0030424,GO:0007411
Anoara|LOC120894009	GO:0006338,GO:0016887,GO:0042393,GO:0006281,GO:0031011
Anogam|LOC1278918	GO:0006357,GO:0005634,GO:0000981,GO:0000977
Anogam|LOC1274486	GO:1902936,GO:0016020
Anoste|protein3850	GO:0015078,GO:0005753,GO:0015986
Anoste|protein12377	GO:0099078
Anogam|LOC1270820	GO:0004385,GO:0005829
Anoalb|LOC118465447	GO:0000978,GO:0005634,GO:0000981,GO:0006357
Anoalb|LOC118459472	GO:0042645,GO:0005634,GO:0070987
Anogam|LOC1278089	GO:0005576,GO:0008083,GO:0045087,GO:0021556,GO:0005121
Anoalb|LOC118456491	GO:0000978,GO:0006357,GO:0009653,GO:0000981,GO:0030154
Anogam|LOC1270706	GO:0000775,GO:0051233,GO:0032133,GO:0000070
Anoste|protein3871	GO:0031012,GO:0005615
Anoste|protein15032	GO:0016020
Anoste|protein707	GO:0070851,GO:0008284,GO:0031954,GO:0005615
Anoste|protein14544	GO:0005918,GO:0035151,GO:0019991
Anoalb|LOC118460356	GO:0005634,GO:0009952,GO:0006357,GO:0000122,GO:0000981,GO:0000978
Anoara|LOC120895677	GO:0050821,GO:0005739,GO:0006457,GO:0030150,GO:0051087
Anoste|protein14917	GO:0030036,GO:0005925,GO:0003779,GO:0005737,GO:0034446,GO:0015629,GO:0007155,GO:0030031,GO:0071963
Anofun|LOC125769053	GO:0006493,GO:0005794,GO:0004653
Anofun|LOC125766908	GO:0062129,GO:0008010
Anoalb|LOC118463215	GO:0006310,GO:0043138,GO:0000724,GO:0006268,GO:0005634,GO:0005694,GO:0009378,GO:0005737,GO:0006281,GO:0032508
Anoste|protein9000	GO:0007635,GO:0030424,GO:0030425,GO:0043025,GO:0008049
Anogam|LOC11175785	GO:0035082,GO:0005879
Anogam|LOC1271026	GO:0005737,GO:0004694,GO:0006468,GO:0005634,GO:0010998,GO:0004672
Anoste|protein7297	GO:0008241,GO:0008237,GO:0006508,GO:0016020,GO:0005886
Anoalb|LOC118467602	GO:0008017
Anogam|LOC3292067	GO:0016020,GO:0042626,GO:0055085
Anoalb|LOC118467941	GO:0090090,GO:0005667,GO:0003714,GO:0005634,GO:0006355
Anofun|LOC125765883	GO:0004252
Anoalb|LOC118459714	GO:0016042,GO:0019369,GO:0004465,GO:0016298,GO:0032590,GO:0045211,GO:0005737,GO:0046340
Anoalb|LOC118459048	GO:0043231,GO:0031267,GO:0045055
Anofun|LOC125767291	GO:0034551,GO:0005739
Anogam|LOC1280049	GO:0005634,GO:0010468
Anogam|LOC1280947	GO:0005869,GO:0007017
Anogam|LOC3291950	GO:0016020,GO:1902936
Anoalb|LOC118459069	GO:0003677,GO:0005730,GO:0042274,GO:0042273,GO:0003723
Anoalb|LOC118462030	GO:0003729,GO:0005737,GO:0051028,GO:0071204,GO:0006398,GO:0071207
Anogam|LOC1277156	GO:0010468,GO:0008340,GO:0005743,GO:0005634,GO:0004497,GO:2000377,GO:0008682,GO:0006744
Anoalb|LOC118457690	GO:0016020,GO:0022857,GO:0006820
Anoalb|LOC118460775	GO:0005737,GO:0000302,GO:0006629
Anoalb|LOC118457074	GO:0005886,GO:0001973,GO:0004930,GO:0007189,GO:0007186
Anoalb|LOC118465013	GO:0010468,GO:0005634
Anogam|LOC1277853	GO:0016020
Anoalb|LOC118466957	GO:0005634,GO:0003677,GO:0006357
Anoste|protein2756	GO:0006357,GO:0000978,GO:0006355,GO:0005634,GO:0001708,GO:0000785,GO:0003700,GO:0000981
Anoara|LOC120894814	GO:0016567,GO:0061630,GO:0005737
Anoste|protein11648	GO:0045666,GO:0005634
Anogam|LOC1270794	GO:0000811,GO:1902975
Anoalb|LOC118466981	GO:0016887,GO:0004017,GO:0005737,GO:0005634,GO:0005524
Anoalb|LOC118468514	GO:0006378,GO:0005847
Anoste|protein955	GO:0006357
Anoste|protein10011	GO:0005615
Anoalb|LOC118456659	GO:0017174,GO:1901052,GO:0042802,GO:0046498,GO:1904047,GO:0006111,GO:0046500,GO:0006730,GO:0005829,GO:0016594,GO:0051289
Anogam|LOC1273983	GO:0008768,GO:0006753,GO:0019693
Anoalb|LOC118456534	GO:0043005,GO:0007411
Anoalb|LOC118464175	GO:0016020,GO:0007275
Anofun|LOC125769869	GO:0016791,GO:0016311,GO:0004035
Anogam|LOC1275552	GO:0005886,GO:0007186,GO:0004930
Anogam|LOC1277119	GO:0019001,GO:0007191,GO:0005834,GO:0007606,GO:0005737,GO:0003924,GO:0001664,GO:0031683,GO:0007186,GO:0007188
Anoste|protein18397	GO:0007602,GO:0005243,GO:0005886,GO:0005921
Anogam|LOC1277814	GO:0004842,GO:0051603,GO:0005737
Anoalb|LOC118460534	GO:0031145,GO:0070979,GO:0034399,GO:0005680
Anoste|protein16122	GO:0016020,GO:0015491,GO:0042383,GO:0098703,GO:0030424,GO:0005432,GO:0030001,GO:0098794,GO:0035725
Anoalb|LOC118456162	GO:0004364,GO:0006749
Anoalb|LOC118456474	GO:0005886
Anogam|LOC1276677	GO:0005634,GO:0010468
Anoalb|LOC118457657	GO:0016491,GO:0050660
Anogam|LOC1275618	GO:0005829,GO:0006446,GO:0008494
Anoalb|LOC118462738	GO:0005634,GO:0008276,GO:0006479
Anoalb|LOC118462932	GO:0003839
Anofun|LOC125772489	GO:0099577,GO:0045182,GO:0010494,GO:0043005,GO:0003730,GO:0005634,GO:0006417,GO:0048170,GO:0048513,GO:0005844,GO:0045727,GO:0043488,GO:0051028,GO:0003729
Anoalb|LOC118458325	GO:0005814,GO:1903723,GO:0007099,GO:0032053,GO:0032465,GO:0051298
Anoalb|LOC118459357	GO:0005886,GO:0099536
Anoalb|LOC118459818	GO:0009966,GO:0004703,GO:0007186,GO:0001664,GO:0006468,GO:0004672
Anoste|protein6223	GO:0048487,GO:0005929,GO:0042073,GO:0030992,GO:0060271,GO:0035735
Anoste|protein11069	GO:0051087,GO:0000774,GO:0050821
Anoste|protein4175	GO:0005737,GO:0016279
Anoste|protein3840	GO:0048193,GO:0031267,GO:0005794
Anogam|LOC1276946	GO:0005829
Anoste|protein10382	GO:0004879,GO:0030154,GO:0000122,GO:0045944,GO:0000978,GO:0009755
Anoalb|LOC118468820	GO:0005615,GO:0031012
Anoste|protein12362	GO:0016020,GO:0070453,GO:0031966
Anoalb|LOC118459015	GO:0000978,GO:0000981,GO:0006357,GO:0005634
Anoste|protein2730	GO:0000978,GO:0000981,GO:0009887,GO:0006357,GO:0005634
Anoste|protein6200	GO:0036038,GO:0060271
Anoara|LOC120897236	GO:0071805,GO:0003254,GO:0005249,GO:0098855,GO:0035725
Anoste|protein16242	GO:0005216,GO:0004888,GO:0016020,GO:0034220
Anoste|protein18785	GO:0031012,GO:0004222,GO:0030198,GO:0006508
Anogam|LOC1274869	GO:0003723,GO:0000387,GO:0032797
Anoalb|LOC118460243	GO:0061138
Anoste|protein12830	GO:0022625,GO:0006412,GO:0002181,GO:0003735,GO:0005840
Anogam|LOC4577322	GO:0003341,GO:0036159,GO:0036158
Anoste|protein2268	GO:0000981,GO:0005634,GO:0006357,GO:0043565
Anoste|protein6400	GO:0003677,GO:0005524,GO:0042555,GO:1902969,GO:0017116,GO:0006268,GO:1990518,GO:0005634,GO:0000727,GO:0003697
Anoste|protein11026	GO:0004674,GO:0018105,GO:0035556
Anoste|protein18069	GO:0050808,GO:0032589
Anoalb|LOC118465960	GO:0005886,GO:0007156,GO:0008046,GO:0043025,GO:0030424,GO:0050808
Anoste|protein3906	GO:0006635,GO:0005739,GO:0003985
Anoalb|LOC118456342	GO:0008239
Anoalb|LOC118460393	GO:0022627,GO:0000049,GO:0003729,GO:0006413,GO:0003743,GO:0043022
Anoste|protein8081	GO:0006123,GO:0005740
Anoste|protein10963	GO:0071011,GO:0003729,GO:0000398,GO:0017069
Anoste|protein6119	GO:0030276,GO:0035615,GO:0030136,GO:0032051,GO:0030864,GO:0051015,GO:0043325,GO:0006897,GO:0007015,GO:0048268,GO:0080025
Anoste|protein16730	GO:0008540,GO:0034515,GO:0005634,GO:0043161
Anoste|protein10534	GO:0007186,GO:0005085,GO:0005737,GO:0001664
Anoste|protein13272	GO:0004252
Anoste|protein6421	GO:0034220,GO:0005216,GO:0004888,GO:0016020
Anoalb|LOC118457294	GO:0005789,GO:0005506,GO:0016717,GO:0006636,GO:0004768
Anoste|protein988	GO:0098609,GO:0005911
Anoste|protein1384	GO:0016887,GO:0007033,GO:0016197
Anoara|LOC120901640	GO:0005634
Anoste|protein7144	GO:0008049,GO:0030425,GO:0007635,GO:0030424,GO:0043025
Anoste|protein17000	GO:0031461,GO:1990756,GO:0032436,GO:0016567,GO:0005634,GO:0031625
Anogam|LOC1277452	GO:0034355,GO:0004516,GO:0005829
Anofun|LOC125768735	GO:0016477,GO:0034315,GO:0005886,GO:0030027
Anogam|LOC1281660	GO:0005654,GO:0045892,GO:0045893
Anoste|protein14738	GO:0000977,GO:0006357,GO:0000981
Anoalb|LOC118464496	GO:0043005
Anoalb|LOC118466450	GO:0004553,GO:0005975,GO:0005737,GO:0004557,GO:0009311,GO:0016139
Anoalb|LOC118468773	GO:0005789,GO:0005506,GO:0016717,GO:0006636,GO:0004768
Anogam|LOC1271134	GO:0006508,GO:0006915,GO:0097153,GO:0005737,GO:0043525,GO:0004197
Anogam|LOC1271879	GO:0005769,GO:0055037,GO:0005615,GO:0006826,GO:0005886
Anogam|LOC4576742	GO:0002143,GO:0000049,GO:0002098,GO:0034227,GO:0016783,GO:0005829
Anogam|LOC1270784	GO:0005634,GO:1990837,GO:0006357
Anoalb|LOC118467549	GO:0005783,GO:0016020,GO:0005886,GO:0005794
Anoste|protein15975	GO:0007411,GO:0048495,GO:0008201
Anogam|LOC1276247	GO:0016020,GO:0055085,GO:0022857
Anoste|protein2395	GO:0008080
Anoalb|LOC118463527	GO:0032589,GO:0050808
Anoalb|LOC118463174	GO:0097503,GO:0005794,GO:0003835
Anogam|LOC1281559	GO:0012505,GO:0015036
Anoste|protein4128	GO:0006357,GO:0016538
Anoalb|LOC118468504	GO:0004672
