Anoste|protein1438	GO:0004674(PANTHER)|GO:0005634(PANTHER)|GO:0007059(PANTHER)|GO:0018105(PANTHER)|GO:0035556(PANTHER)
Anoste|protein7294	-
Anoste|protein4403	GO:0005634(PANTHER)|GO:0006357(PANTHER)|GO:0008285(PANTHER)|GO:0045786(PANTHER)
Anoste|protein2562	GO:0006396(InterPro)
Anofun|LOC125768090	GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(InterPro)|GO:0016298(PANTHER)|GO:0017171(PANTHER)
Anogam|LOC1273317	GO:0005802(PANTHER)|GO:0005886(PANTHER)|GO:0007030(PANTHER)|GO:0045332(PANTHER)|GO:0140326(PANTHER)
Anoalb|LOC118458164	GO:0005789(PANTHER)|GO:0009922(PANTHER)|GO:0009922(InterPro)|GO:0016020(InterPro)|GO:0019367(PANTHER)|GO:0030148(PANTHER)|GO:0034625(PANTHER)|GO:0034626(PANTHER)|GO:0042761(PANTHER)
Anoste|protein5282	-
Anoalb|LOC118459048	GO:0031267(InterPro)|GO:0043231(PANTHER)|GO:0045055(PANTHER)
Anoara|LOC120900940	GO:0005783(PANTHER)|GO:0016020(InterPro)|GO:0016567(InterPro)|GO:0061630(InterPro)|GO:0061630(PANTHER)
Anofun|LOC125770804	GO:0005761(PANTHER)|GO:0005761(InterPro)
Anoste|protein3347	-
Anogam|LOC1280743	GO:0004806(PANTHER)|GO:0005737(PANTHER)|GO:0005811(PANTHER)|GO:0016020(PANTHER)|GO:0016042(InterPro)|GO:0016787(InterPro)|GO:0019433(PANTHER)|GO:0055088(PANTHER)
Anoalb|LOC118469065	GO:0045202(PANTHER)|GO:0048858(PANTHER)
Anogam|LOC1277275	-
Anogam|LOC1273370	-
Anoste|protein6168	GO:0000978(PANTHER)|GO:0001228(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anoste|protein140	-
Anoalb|LOC118460373	GO:0006814(PANTHER)|GO:0015293(PANTHER)
Anoste|protein6818	GO:0005737(PANTHER)|GO:0008579(PANTHER)|GO:0043405(PANTHER)
Anogam|LOC5668094	GO:0004364(PANTHER)|GO:0006749(PANTHER)
Anoalb|LOC118465161	GO:0005634(PANTHER)|GO:0036261(PANTHER)|GO:0071164(PANTHER)
Anogam|LOC1274579	GO:0005811(PANTHER)|GO:0005811(InterPro)|GO:0016298(InterPro)|GO:0019915(InterPro)|GO:0019915(PANTHER)
Anogam|LOC1274770	-
Anoalb|LOC118465564	-
Anoalb|LOC118458624	GO:0000164(PANTHER)|GO:0005979(PANTHER)|GO:0008157(PANTHER)|GO:2001069(PANTHER)
Anoalb|LOC118463504	GO:0005747(PANTHER)|GO:0008137(PANTHER)|GO:0009060(PANTHER)|GO:0015990(PANTHER)|GO:0032981(PANTHER)|GO:0045271(PANTHER)
Anoste|protein5076	GO:0000813(PANTHER)|GO:0000813(InterPro)|GO:0032509(InterPro)|GO:0043328(PANTHER)|GO:0044877(PANTHER)
Anoste|protein13784	GO:0005789(PANTHER)|GO:0006506(PANTHER)|GO:0009101(InterPro)|GO:0033185(PANTHER)
Anogam|LOC1270387	GO:0005739(PANTHER)|GO:0007178(PANTHER)|GO:0045087(PANTHER)
Anoalb|LOC118462835	GO:0000290(PANTHER)|GO:0000290(InterPro)|GO:0000932(PANTHER)|GO:0003723(PANTHER)|GO:0033962(PANTHER)
Anogam|LOC3291538	GO:0004653(PANTHER)|GO:0005794(PANTHER)|GO:0006493(PANTHER)
Anogam|LOC1275400	GO:0005743(PANTHER)|GO:0030150(PANTHER)|GO:0051087(PANTHER)
Anofun|LOC125766180	GO:0005886(PANTHER)|GO:0006826(PANTHER)|GO:0016491(PANTHER)|GO:0055072(PANTHER)
Anogam|LOC3291349	GO:0000712(PANTHER)|GO:0000724(PANTHER)|GO:0004519(InterPro)|GO:0004520(PANTHER)|GO:0005654(PANTHER)|GO:0005737(PANTHER)
Anoste|protein199	GO:0032006(InterPro)|GO:0032008(PANTHER)|GO:0071230(PANTHER)|GO:0071986(PANTHER)
Anoste|protein14662	-
Anofun|LOC125761534	-
Anoste|protein416	-
Anofun|LOC125771294	GO:0005886(PANTHER)|GO:0046854(PANTHER)|GO:0072659(PANTHER)
Anogam|LOC1272129	GO:0004888(InterPro)|GO:0005216(InterPro)|GO:0016020(InterPro)|GO:0034220(InterPro)
Anofun|LOC125772905	-
Anogam|LOC1274970	-
Anoara|LOC120895128	GO:0004768(PANTHER)|GO:0005506(PANTHER)|GO:0005789(PANTHER)|GO:0006636(PANTHER)|GO:0016717(InterPro)
Anoalb|LOC118458576	GO:0005737(PANTHER)|GO:0045087(PANTHER)
Anoalb|LOC118463458	-
Anogam|LOC1274447	-
Anoalb|LOC118465500	-
Anoalb|LOC118457439	GO:0005739(PANTHER)|GO:0016818(InterPro)
Anoalb|LOC118459517	GO:0016567(PANTHER)|GO:0061630(PANTHER)
Anofun|LOC125768212	-
Anoalb|LOC118459598	GO:0008376(PANTHER)|GO:0030206(PANTHER)|GO:0047238(PANTHER)
Anofun|LOC125762736	GO:0005918(PANTHER)|GO:0019991(PANTHER)|GO:0035151(PANTHER)
Anoalb|LOC118468318	-
Anogam|LOC1276867	GO:0003723(PANTHER)|GO:0005634(PANTHER)|GO:0016887(PANTHER)|GO:0042254(PANTHER)|GO:0051973(PANTHER)|GO:1990275(PANTHER)
Anoste|protein2091	GO:0005085(PANTHER)|GO:0005737(PANTHER)
Anoste|protein9074	GO:0004181(PANTHER)|GO:0005615(PANTHER)|GO:0006508(PANTHER)
Anoalb|LOC118462762	GO:0016020(PANTHER)
Anofun|LOC125763232	-
Anogam|LOC4576046	GO:0005737(PANTHER)
Anogam|LOC1275317	GO:0003735(InterPro)|GO:0005739(PANTHER)|GO:0006412(InterPro)|GO:0015934(InterPro)
Anogam|LOC4577217	GO:0010468(PANTHER)|GO:1990837(PANTHER)
Anoalb|LOC118467597	-
Anoalb|LOC118458254	GO:0003690(PANTHER)|GO:0005524(InterPro)|GO:0005634(PANTHER)|GO:0006298(InterPro)|GO:0030983(InterPro)|GO:0051026(PANTHER)|GO:0140664(InterPro)
Anoalb|LOC118459975	GO:0003723(PANTHER)|GO:0003735(PANTHER)|GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)|GO:0006412(PANTHER)|GO:0022625(PANTHER)
Anoste|protein10273	GO:0007015(PANTHER)|GO:0015629(PANTHER)|GO:0051015(PANTHER)
Anoalb|LOC118464997	GO:0032589(PANTHER)|GO:0050808(PANTHER)
Anoste|protein13637	GO:0006886(InterPro)|GO:0006890(PANTHER)|GO:0007030(PANTHER)|GO:0017119(PANTHER)|GO:0017119(InterPro)
Anoste|protein16214	-
Anoste|protein231	GO:0017183(PANTHER)|GO:0017183(InterPro)|GO:0090560(InterPro)
Anoste|protein4535	-
Anoalb|LOC118468637	GO:0030178(InterPro)
Anogam|LOC1269573	GO:0005764(PANTHER)|GO:0005770(PANTHER)|GO:0008333(PANTHER)|GO:0045335(PANTHER)|GO:0090385(PANTHER)
Anoalb|LOC118465206	GO:0005615(PANTHER)|GO:0005737(PANTHER)|GO:0016020(PANTHER)
Anoste|protein6465	GO:0005813(PANTHER)|GO:1902018(PANTHER)
Anoste|protein7914	GO:0004365(PANTHER)|GO:0005829(PANTHER)|GO:0006096(PANTHER)|GO:0016620(InterPro)
Anogam|LOC1273425	GO:0000813(PANTHER)|GO:0006612(PANTHER)|GO:0006623(PANTHER)|GO:0043162(PANTHER)
Anoste|protein14385	-
Anoste|protein4461	GO:0008010(PANTHER)|GO:0062129(PANTHER)
Anofun|LOC125765736	GO:0000302(PANTHER)|GO:0005737(PANTHER)|GO:0006629(PANTHER)
Anoalb|LOC118456142	GO:0001508(PANTHER)|GO:0005249(InterPro)|GO:0005249(PANTHER)|GO:0005251(PANTHER)|GO:0006813(InterPro)|GO:0008076(PANTHER)|GO:0008076(InterPro)|GO:0016020(PANTHER)|GO:0032590(PANTHER)|GO:0032809(PANTHER)|GO:0042734(PANTHER)|GO:0043679(PANTHER)|GO:0045211(PANTHER)|GO:0071805(PANTHER)
Anoste|protein5529	-
Anogam|LOC1271993	-
Anoalb|LOC118466890	GO:0005634(PANTHER)|GO:0005737(PANTHER)
Anofun|LOC125769577	-
Anoara|LOC120906120	-
Anoalb|LOC118464109	GO:0005739(PANTHER)
Anoste|protein4463	GO:0008010(PANTHER)|GO:0062129(PANTHER)
Anoalb|LOC118458080	GO:0005737(PANTHER)|GO:0032790(PANTHER)|GO:0070481(InterPro)|GO:0070651(PANTHER)|GO:0070966(PANTHER)|GO:0070966(InterPro)|GO:0071025(InterPro)
Anoste|protein707	GO:0005615(PANTHER)|GO:0008284(PANTHER)|GO:0031954(PANTHER)|GO:0070851(PANTHER)
Anoste|protein7034	GO:0000030(PANTHER)|GO:0005789(PANTHER)|GO:0035269(PANTHER)
Anoalb|LOC118467284	GO:0031410(PANTHER)
Anogam|LOC1281601	-
Anogam|LOC1281968	GO:0004134(PANTHER)|GO:0004134(InterPro)|GO:0004135(InterPro)|GO:0004135(PANTHER)|GO:0005980(PANTHER)|GO:0005980(InterPro)
Anoara|LOC120905526	GO:0003723(InterPro)
Anoste|protein910	GO:0004842(PANTHER)|GO:0031436(PANTHER)|GO:0070531(PANTHER)|GO:0085020(PANTHER)
Anoalb|LOC118459676	GO:0005737(PANTHER)|GO:0016491(PANTHER)
Anoste|protein6654	-
Anoalb|LOC118456815	GO:0005096(PANTHER)
Anoalb|LOC118456317	GO:0030015(InterPro)
Anogam|LOC1271423	GO:0005802(PANTHER)
Anofun|LOC125764482	GO:0005886(PANTHER)|GO:0016020(PANTHER)|GO:0042626(PANTHER)|GO:0055085(PANTHER)
Anogam|LOC1276682	GO:0005634(PANTHER)|GO:0005829(PANTHER)|GO:0019888(PANTHER)|GO:0019903(InterPro)|GO:0043666(PANTHER)
Anogam|LOC133392791	-
Anoalb|LOC118463280	GO:0004377(InterPro)|GO:0004377(PANTHER)|GO:0005789(PANTHER)|GO:0006487(PANTHER)|GO:0006490(PANTHER)|GO:0016020(PANTHER)
Anoalb|LOC118463374	-
Anogam|LOC1269761	GO:0005085(InterPro)|GO:0090630(PANTHER)
Anoalb|LOC118458739	GO:0000785(PANTHER)|GO:0000978(InterPro)|GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0001708(PANTHER)|GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0006355(InterPro)|GO:0006357(PANTHER)|GO:0007507(PANTHER)
Anoalb|LOC118457352	GO:0005737(PANTHER)|GO:0006914(PANTHER)|GO:0016020(PANTHER)|GO:0016192(InterPro)|GO:0034058(PANTHER)
Anoste|protein2493	GO:0005085(InterPro)|GO:0005085(PANTHER)|GO:0005886(PANTHER)|GO:0007264(InterPro)|GO:0007265(PANTHER)
Anogam|LOC3290624	GO:0004674(PANTHER)|GO:0005737(PANTHER)|GO:0035612(PANTHER)|GO:0045747(PANTHER)|GO:2000369(PANTHER)
Anofun|LOC125771824	GO:0000245(PANTHER)|GO:0005686(PANTHER)|GO:0071004(PANTHER)|GO:0071013(PANTHER)
Anofun|LOC125763162	GO:0005242(InterPro)|GO:0005242(PANTHER)|GO:0005886(PANTHER)|GO:0006813(InterPro)|GO:0016020(InterPro)|GO:0034765(PANTHER)|GO:1990573(PANTHER)
Anoste|protein16822	GO:0004364(PANTHER)|GO:0005739(PANTHER)|GO:0006559(PANTHER)|GO:0006749(PANTHER)|GO:0016034(PANTHER)
Anoara|LOC120899879	GO:0017171(PANTHER)
Anogam|LOC1269267	-
Anoalb|LOC118464730	-
Anoalb|LOC118463886	-
Anogam|LOC1277386	GO:0005096(PANTHER)|GO:0005829(PANTHER)|GO:0007266(PANTHER)|GO:0008361(PANTHER)|GO:0050770(PANTHER)
Anoalb|LOC118462702	GO:0008028(PANTHER)|GO:0015718(PANTHER)
Anoste|protein11283	GO:0042284(PANTHER)|GO:0046513(PANTHER)
Anogam|LOC1280452	GO:0005737(PANTHER)|GO:0006457(PANTHER)|GO:0016272(PANTHER)|GO:0051087(PANTHER)|GO:0051131(PANTHER)
Anoalb|LOC118463275	-
Anoalb|LOC118466200	GO:0005753(PANTHER)|GO:0042776(PANTHER)|GO:0046933(PANTHER)
Anoara|LOC120899613	GO:0005739(PANTHER)|GO:0007005(PANTHER)|GO:0043066(PANTHER)
Anoalb|LOC118463527	GO:0032589(PANTHER)|GO:0050808(PANTHER)
Anoalb|LOC118464651	GO:0005201(PANTHER)|GO:0005577(PANTHER)|GO:0007596(InterPro)|GO:0030674(PANTHER)|GO:0034116(PANTHER)|GO:0042730(PANTHER)|GO:0070527(PANTHER)|GO:0072377(PANTHER)
Anogam|LOC11176049	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0006357(PANTHER)
Anoalb|LOC118468441	GO:0000149(PANTHER)|GO:0005545(PANTHER)|GO:0005546(PANTHER)|GO:0005905(PANTHER)|GO:0006900(PANTHER)|GO:0008021(PANTHER)|GO:0016185(PANTHER)|GO:0030136(PANTHER)|GO:0032050(PANTHER)|GO:0048268(InterPro)|GO:0072583(InterPro)|GO:0072583(PANTHER)|GO:0098894(PANTHER)
Anoste|protein4725	GO:0000398(PANTHER)|GO:0061632(PANTHER)|GO:0071014(PANTHER)
Anoste|protein6167	GO:0016020(PANTHER)|GO:1902936(PANTHER)
Anoste|protein3466	GO:0003729(PANTHER)|GO:0005737(PANTHER)|GO:0006417(PANTHER)
Anoalb|LOC118460454	GO:0000445(PANTHER)|GO:0006406(PANTHER)
Anogam|LOC1278764	GO:0001725(PANTHER)|GO:0003779(PANTHER)|GO:0005912(PANTHER)|GO:0030018(PANTHER)|GO:0030036(PANTHER)|GO:0031941(PANTHER)|GO:0051371(PANTHER)|GO:0061061(PANTHER)
Anofun|LOC125771727	-
Anoalb|LOC118456923	GO:0005675(PANTHER)|GO:0006281(PANTHER)|GO:0006357(PANTHER)
Anoalb|LOC118459489	GO:0000122(PANTHER)|GO:0003713(PANTHER)|GO:0003714(PANTHER)|GO:0005654(PANTHER)|GO:0016581(PANTHER)|GO:0042826(PANTHER)
Anoste|protein5415	-
Anogam|LOC1281047	-
Anoste|protein14512	-
Anoalb|LOC118464756	GO:0000290(PANTHER)|GO:0000290(InterPro)|GO:0000340(PANTHER)|GO:0000932(PANTHER)|GO:0005634(PANTHER)|GO:0016787(InterPro)|GO:0050072(PANTHER)
Anofun|LOC125775126	GO:0003254(PANTHER)|GO:0005249(PANTHER)|GO:0035725(PANTHER)|GO:0071805(PANTHER)|GO:0098855(PANTHER)
Anofun|LOC125770913	-
Anoalb|LOC118465978	-
Anoalb|LOC118462884	GO:0004674(PANTHER)|GO:0005737(PANTHER)
Anoalb|LOC118466693	GO:0005085(PANTHER)|GO:0005743(PANTHER)|GO:0019843(PANTHER)|GO:0070131(PANTHER)
Anoste|protein17563	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
Anoste|protein13102	GO:0005758(PANTHER)
Anoalb|LOC118463032	GO:0005829(PANTHER)|GO:0022008(PANTHER)
Anoalb|LOC118465653	-
Anoalb|LOC118463769	GO:0005509(PANTHER)|GO:0005518(PANTHER)|GO:0005615(PANTHER)|GO:0048856(PANTHER)|GO:0050840(PANTHER)
Anoste|protein9340	-
Anoste|protein1735	GO:0005794(PANTHER)
Anogam|LOC133392816	GO:0001054(PANTHER)|GO:0003899(PANTHER)|GO:0003899(InterPro)|GO:0005736(PANTHER)|GO:0006351(InterPro)
Anogam|LOC5667140	-
Anoste|protein12833	GO:0005930(PANTHER)|GO:0008104(PANTHER)|GO:0016020(PANTHER)|GO:0034464(PANTHER)|GO:0036064(PANTHER)|GO:0043005(PANTHER)|GO:0046907(PANTHER)|GO:0060271(PANTHER)
Anoalb|LOC118468829	GO:0004568(PANTHER)|GO:0005576(PANTHER)|GO:0006032(PANTHER)|GO:0008061(PANTHER)
Anoalb|LOC118465841	GO:0004252(PANTHER)
Anoste|protein18465	-
Anoalb|LOC118460941	GO:0005615(PANTHER)|GO:0031012(PANTHER)
Anoste|protein10769	GO:0005739(PANTHER)
Anogam|LOC1275536	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anofun|LOC125765272	-
Anoste|protein5104	GO:0004620(PANTHER)|GO:0006660(PANTHER)|GO:0012505(PANTHER)|GO:0047372(PANTHER)|GO:0052651(PANTHER)
Anoste|protein3638	GO:0004252(PANTHER)
Anoalb|LOC118459027	GO:0000122(PANTHER)|GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0006357(InterPro)|GO:0045165(PANTHER)|GO:0045944(PANTHER)
Anoara|LOC120902207	GO:0005634(PANTHER)|GO:0010468(PANTHER)|GO:0043565(PANTHER)
Anoara|LOC120906009	-
Anoalb|LOC118461715	GO:0008253(PANTHER)
Anoalb|LOC118459956	GO:0004325(PANTHER)|GO:0004325(InterPro)|GO:0005739(PANTHER)|GO:0006783(InterPro)|GO:0006783(PANTHER)
Anoalb|LOC118466923	GO:0003712(PANTHER)|GO:0006357(PANTHER)|GO:0016592(PANTHER)
Anoara|LOC120898695	-
Anoalb|LOC118456625	GO:0003723(PANTHER)
Anofun|LOC125771788	-
Anofun|LOC125770759	GO:0004659(PANTHER)|GO:0005739(PANTHER)|GO:0006744(PANTHER)|GO:0008299(PANTHER)|GO:1990234(PANTHER)
Anoste|protein11174	GO:0006402(InterPro)|GO:0030014(InterPro)
Anoste|protein702	-
Anoste|protein10511	GO:0000175(PANTHER)|GO:0000958(PANTHER)|GO:0000965(PANTHER)|GO:0003723(InterPro)|GO:0004654(InterPro)|GO:0004654(PANTHER)|GO:0005739(PANTHER)|GO:0005829(PANTHER)|GO:0006401(PANTHER)|GO:0006402(InterPro)
Anofun|LOC125769300	-
Anoalb|LOC118465053	-
Anoste|protein12000	-
Anoara|LOC120902028	-
Anogam|LOC3291078	GO:0016020(InterPro)|GO:0055085(InterPro)
Anoalb|LOC118456251	GO:0005385(PANTHER)|GO:0005886(PANTHER)|GO:0010043(PANTHER)|GO:0061088(PANTHER)|GO:0071577(PANTHER)
Anoste|protein6700	-
Anogam|LOC1271957	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)
Anoalb|LOC118466124	GO:0006811(InterPro)|GO:0006884(PANTHER)|GO:0015377(InterPro)|GO:0015379(PANTHER)|GO:0016020(InterPro)|GO:0055064(PANTHER)|GO:0055075(PANTHER)|GO:1902476(PANTHER)|GO:1990573(PANTHER)
Anoste|protein3442	GO:0016779(PANTHER)|GO:0031123(PANTHER)|GO:0050265(PANTHER)|GO:0071076(PANTHER)
Anogam|LOC1276689	-
Anoalb|LOC118462556	-
Anofun|LOC125770338	GO:0003777(PANTHER)|GO:0003777(InterPro)|GO:0005634(PANTHER)|GO:0005871(PANTHER)|GO:0005874(PANTHER)|GO:0007018(PANTHER)|GO:0007018(InterPro)|GO:0008017(PANTHER)|GO:0016887(PANTHER)
Anoalb|LOC118458592	GO:0005615(PANTHER)|GO:0031012(PANTHER)
Anoalb|LOC118467145	GO:0005615(PANTHER)|GO:0030020(PANTHER)|GO:0030198(PANTHER)|GO:0031012(PANTHER)|GO:0062023(PANTHER)
Anofun|LOC125771121	GO:0031430(PANTHER)|GO:0045214(PANTHER)
Anoste|protein6572	-
Anoste|protein7067	GO:0005737(PANTHER)
Anogam|LOC11176133	-
Anoalb|LOC118463992	GO:0005615(PANTHER)|GO:0031012(PANTHER)
Anoste|protein1158	GO:0005484(InterPro)|GO:0005783(PANTHER)|GO:0006890(InterPro)|GO:0006890(PANTHER)|GO:0031201(PANTHER)
Anoste|protein16586	GO:0016020(PANTHER)|GO:0022857(PANTHER)|GO:0055085(PANTHER)
Anoara|LOC120904707	-
Anoara|LOC120905543	GO:0005737(PANTHER)|GO:0005886(PANTHER)|GO:0007268(PANTHER)|GO:0043197(PANTHER)
Anoalb|LOC118468545	GO:0046513(InterPro)|GO:0046513(PANTHER)|GO:0050291(PANTHER)|GO:0050291(InterPro)
Anoalb|LOC118467921	GO:0005198(InterPro)|GO:0005622(PANTHER)|GO:0016010(PANTHER)
Anoalb|LOC118466443	GO:0004674(PANTHER)|GO:0004713(PANTHER)|GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0018105(PANTHER)|GO:0018107(PANTHER)
Anoste|protein8439	GO:0006281(PANTHER)|GO:0031297(PANTHER)|GO:0043596(PANTHER)|GO:0048478(PANTHER)
Anogam|LOC1279754	GO:0005783(PANTHER)
Anogam|LOC1280620	GO:0004108(PANTHER)|GO:0005759(PANTHER)|GO:0005975(PANTHER)|GO:0006099(PANTHER)|GO:0046912(InterPro)
Anoste|protein8053	GO:0004714(PANTHER)|GO:0005518(PANTHER)|GO:0005886(PANTHER)|GO:0007169(PANTHER)|GO:0007275(PANTHER)|GO:0010976(PANTHER)|GO:0033674(PANTHER)|GO:0038062(PANTHER)|GO:0043235(PANTHER)|GO:0051897(PANTHER)
Anoste|protein12272	GO:0000731(PANTHER)|GO:0005634(PANTHER)|GO:0006261(PANTHER)|GO:0008047(PANTHER)|GO:0017116(PANTHER)
Anogam|LOC1279907	-
Anoste|protein12629	GO:0004252(PANTHER)
Anogam|LOC1280049	GO:0005634(PANTHER)|GO:0010468(PANTHER)
Anoalb|LOC118466095	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0006357(PANTHER)
Anoalb|LOC118457766	GO:0016491(PANTHER)|GO:0050660(InterPro)
Anogam|LOC1270794	GO:0000811(PANTHER)|GO:1902975(PANTHER)
Anoste|protein3730	-
Anoalb|LOC118460638	GO:0003729(PANTHER)|GO:0003743(PANTHER)|GO:0016281(PANTHER)
Anoalb|LOC118464357	-
Anogam|LOC5668268	-
Anoalb|LOC118468883	-
Anofun|LOC125771118	GO:0004477(PANTHER)|GO:0004487(PANTHER)|GO:0004488(PANTHER)|GO:0005739(PANTHER)|GO:0035999(PANTHER)
Anoalb|LOC118464902	GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(InterPro)|GO:0016298(PANTHER)|GO:0017171(PANTHER)
Anofun|LOC125761827	GO:0004984(PANTHER)|GO:0004984(InterPro)|GO:0005549(InterPro)|GO:0005886(PANTHER)|GO:0007608(InterPro)|GO:0016020(InterPro)|GO:0050911(PANTHER)
Anoalb|LOC118461500	-
Anoalb|LOC118462883	GO:0005737(PANTHER)
Anoste|protein14491	GO:0005680(PANTHER)|GO:0016567(PANTHER)|GO:0045842(PANTHER)|GO:0051301(PANTHER)
Anoste|protein9364	-
Anoalb|LOC118458867	GO:0042800(PANTHER)|GO:0042800(InterPro)|GO:0048188(PANTHER)
Anoste|protein4155	GO:0001099(PANTHER)|GO:0003723(PANTHER)|GO:0005730(PANTHER)|GO:0097484(PANTHER)
Anoalb|LOC118456974	-
Anoalb|LOC118457754	GO:0006627(PANTHER)|GO:0042720(PANTHER)
Anoara|LOC120896226	-
Anoalb|LOC118458797	GO:0006913(InterPro)
Anogam|LOC1273846	GO:0003700(PANTHER)|GO:0045944(PANTHER)|GO:0090575(PANTHER)
Anoalb|LOC118463123	GO:0061630(PANTHER)
Anogam|LOC4576210	-
Anogam|LOC1280918	-
Anogam|LOC1279916	GO:0004496(InterPro)|GO:0004496(PANTHER)|GO:0005524(InterPro)|GO:0005737(InterPro)|GO:0005829(PANTHER)|GO:0006695(PANTHER)|GO:0008299(InterPro)|GO:0019287(PANTHER)
Anoste|protein14446	-
Anogam|LOC1274511	-
Anoste|protein11951	GO:0005682(PANTHER)|GO:0005682(InterPro)
Anoalb|LOC118458088	GO:0005886(PANTHER)|GO:0006833(PANTHER)|GO:0015250(PANTHER)
Anoste|protein1713	GO:0003779(PANTHER)|GO:0005765(PANTHER)|GO:0005768(PANTHER)|GO:0006886(InterPro)|GO:0007033(InterPro)|GO:0016197(PANTHER)|GO:0030897(PANTHER)|GO:0042144(PANTHER)
Anofun|LOC125761794	GO:0031514(PANTHER)
Anoalb|LOC118461611	GO:0003723(PANTHER)|GO:0004386(PANTHER)|GO:0005622(PANTHER)
Anogam|LOC1277592	GO:0006814(PANTHER)|GO:0015293(PANTHER)
Anoste|protein10057	GO:0000902(PANTHER)|GO:0008290(InterPro)|GO:0008290(PANTHER)|GO:0010591(PANTHER)|GO:0051015(PANTHER)|GO:0051016(PANTHER)|GO:0051016(InterPro)|GO:0051490(PANTHER)
Anogam|LOC1276662	GO:0005737(InterPro)|GO:0005829(PANTHER)|GO:0016020(PANTHER)|GO:0035627(PANTHER)|GO:0120009(PANTHER)|GO:0120009(InterPro)|GO:0120013(InterPro)|GO:1902387(PANTHER)|GO:1902388(PANTHER)
Anoste|protein17086	GO:0005765(PANTHER)|GO:0046034(InterPro)|GO:0046961(InterPro)|GO:0046961(PANTHER)|GO:1902600(PANTHER)
Anofun|LOC125771983	GO:0007635(PANTHER)|GO:0008049(PANTHER)|GO:0030424(PANTHER)|GO:0030425(PANTHER)|GO:0043025(PANTHER)
Anoste|protein17697	-
Anoste|protein1355	-
Anofun|LOC125769766	GO:0003743(PANTHER)|GO:0003743(InterPro)|GO:0005737(InterPro)|GO:0005852(PANTHER)|GO:0005852(InterPro)
Anoalb|LOC118457784	-
Anogam|LOC1269242	-
Anoalb|LOC118456331	GO:0055087(PANTHER)|GO:0070478(PANTHER)
Anoste|protein17044	GO:0098662(PANTHER)
Anoalb|LOC118459594	GO:0003713(PANTHER)|GO:0005634(PANTHER)|GO:0045944(PANTHER)|GO:0140297(PANTHER)
Anofun|LOC125763011	GO:0005886(PANTHER)
Anoalb|LOC118465637	GO:0005654(PANTHER)|GO:0005737(PANTHER)|GO:0008537(InterPro)|GO:0010950(PANTHER)|GO:0061133(PANTHER)|GO:0061136(PANTHER)|GO:2000045(PANTHER)
Anoalb|LOC118460535	-
Anogam|LOC1279833	GO:0004341(PANTHER)|GO:0005509(PANTHER)|GO:0019853(PANTHER)
Anoste|protein12637	GO:0017124(PANTHER)
Anoara|LOC120901156	-
Anoste|protein7334	GO:0005102(InterPro)|GO:0005109(PANTHER)|GO:0005125(PANTHER)|GO:0005576(InterPro)|GO:0005615(PANTHER)|GO:0007275(InterPro)|GO:0016055(InterPro)|GO:0030182(PANTHER)|GO:0045165(PANTHER)|GO:0060070(PANTHER)
Anoalb|LOC118457380	-
Anoalb|LOC118466935	GO:0005789(PANTHER)|GO:0042058(PANTHER)|GO:0050708(PANTHER)
Anoste|protein9338	-
Anoste|protein18055	GO:0005524(PANTHER)
Anoalb|LOC118456313	-
Anofun|LOC125760998	-
Anoalb|LOC118463578	GO:0008010(PANTHER)|GO:0062129(PANTHER)
Anogam|LOC1271559	GO:0005743(PANTHER)|GO:0032981(PANTHER)
Anogam|LOC1280934	-
Anoste|protein13204	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0003677(InterPro)|GO:0006355(InterPro)|GO:0006357(PANTHER)|GO:0048856(PANTHER)
Anoste|protein4501	GO:0051604(InterPro)|GO:0097361(PANTHER)|GO:0097428(PANTHER)
Anofun|LOC125769402	GO:0005737(PANTHER)|GO:0005739(PANTHER)|GO:0005960(InterPro)|GO:0009249(PANTHER)|GO:0019464(PANTHER)|GO:0019464(InterPro)
Anoste|protein4528	GO:0005689(PANTHER)
Anoste|protein7347	GO:0007275(PANTHER)|GO:0008013(PANTHER)|GO:0016342(PANTHER)|GO:0016477(PANTHER)|GO:0045296(PANTHER)|GO:0098609(InterPro)|GO:0098742(PANTHER)
Anoalb|LOC118466542	-
Anoalb|LOC118464617	GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anoalb|LOC118461612	GO:0005886(PANTHER)|GO:0006937(PANTHER)|GO:0015459(PANTHER)|GO:0043266(PANTHER)|GO:0055120(PANTHER)
